Uniprot ID 1	Uniprot ID 2	PocketVec distance	Exp. Prof, Jaccard Similarity
O00444	P19784	0.158	0.16666666666666663
O00444	P22694	0.1812	0.0
O00444	P23443	0.1545	0.0
O00444	P30291	0.1802	0.33333333333333337
O00444	P36507	0.1997	0.0
O00444	P36896	0.1828	0.0
O00444	P36897	0.1744	0.0
O00444	P45983	0.1769	0.0
O00444	P45984	0.1652	0.0
O00444	P48729	0.1558	0.0
O00444	P48730	0.1719	0.0
O00444	P49137	0.1385	0.0
O00444	P49674	0.1733	0.0
O00444	P49759	0.1712	0.0
O00444	P49760	0.1365	0.0
O00444	P49840	0.1584	0.0
O00444	P49841	0.1431	0.0
O00444	P50613	0.157	0.0
O00444	P50750	0.1714	0.0
O00444	P51817	0.167	0.0
O00444	P54646	0.1607	0.0
O00444	P68400	0.134	0.0
O00444	Q00536	0.1567	0.0
O00444	Q02750	0.162	0.0
O00444	Q04759	0.152	0.0
O00444	Q05655	0.1889	0.0
O00444	Q13043	0.1599	0.0
O00444	Q13163	0.2208	0.0
O00444	Q13188	0.1603	0.0
O00444	Q13464	0.1726	0.0
O00444	Q13705	0.1806	0.0
O00444	Q13873	0.155	0.0
O00444	Q13976	0.1474	0.0
O00444	Q15759	0.1748	0.0
O00444	Q16512	0.147	0.0
O00444	Q16539	0.1421	0.0
O00444	Q2M2I8	0.1625	0.0
O00444	Q5VT25	0.1862	0.0
O00444	Q6DT37	0.1985	0.0
O00444	Q6P5Z2	0.1772	0.0
O00444	Q6PHR2	0.1706	0.0
O00444	Q7L7X3	0.181	0.0
O00444	Q8NEV1	0.1696	0.0
O00444	Q8TD19	0.1548	0.0
O00444	Q96GD4	0.1899	0.33333333333333337
O00444	Q9H093	0.1889	0.0
O00444	Q9H0K1	0.1704	0.0
O00444	Q9HAZ1	0.132	0.0
O00444	Q9NQU5	0.1736	0.0
O00444	Q9NSY1	0.1505	0.0
O00444	Q9UBE8	0.2069	0.0
O00444	Q9UK32	0.166	0.0
O00444	Q9UPZ9	0.1743	0.0
O00444	Q9Y572	0.1692	0.0
O00444	Q9Y5S2	0.1806	0.0
O00444	Q9Y616	0.1535	1.0
O00444	Q9Y6E0	0.1848	0.0
O14578	O00311	0.1954	0.0
O14578	O00444	0.1779	0.0
O14578	O14578	0.0	1.0
O14578	O14757	0.1538	0.0
O14578	O14965	0.1841	0.0
O14578	O14976	0.1648	0.0
O14578	O60285	0.1902	0.0
O14578	O75116	0.1749	0.0
O14578	O76039	0.1686	0.0
O14578	O94806	0.2269	0.0
O14578	O95835	0.2096	1.0
O14578	O96013	0.1766	0.0
O14578	P05771	0.17	0.0
O14578	P15735	0.1541	0.0
O14578	P17252	0.1867	0.0
O14578	P17612	0.1561	0.0
O14578	P19784	0.1602	0.0
O14578	P22694	0.2048	0.0
O14578	P23443	0.1853	0.0
O14578	P30291	0.1838	0.0
O14578	P36507	0.1943	0.0
O14578	P36896	0.1621	0.0
O14578	P36897	0.1718	0.0
O14578	P45983	0.2045	0.0
O14578	P45984	0.1478	0.0
O14578	P48729	0.1461	0.0
O14578	P48730	0.1474	0.0
O14578	P49137	0.1706	0.0
O14578	P49674	0.1406	0.0
O14578	P49759	0.1645	0.0
O14578	P49760	0.1866	0.0
O14578	P49840	0.2144	0.0
O14578	P49841	0.1764	0.0
O14578	P50613	0.1922	0.0
O14578	P50750	0.1683	0.0
O14578	P51817	0.2157	0.0
O14578	P54646	0.1656	0.0
O14578	P68400	0.1589	0.0
O14578	Q00536	0.1812	0.0
O14578	Q02750	0.1981	0.0
O14578	Q04759	0.1912	0.0
O14578	Q05655	0.26	0.0
O14578	Q13043	0.1743	0.0
O14578	Q13163	0.2375	0.0
O14578	Q13188	0.1579	0.0
O14578	Q13464	0.1603	0.0
O14578	Q13705	0.2346	0.0
O14578	Q13873	0.1978	0.0
O14578	Q13976	0.171	0.09999999999999998
O14578	Q15759	0.1877	0.0
O14578	Q16512	0.1786	0.0
O14578	Q16539	0.2035	0.0
O14578	Q2M2I8	0.1655	0.0
O14578	Q5VT25	0.2075	0.0
O14578	Q6DT37	0.1868	0.0
O14578	Q6P5Z2	0.1832	0.09999999999999998
O14578	Q6PHR2	0.1862	0.0
O14578	Q7L7X3	0.2451	0.0
O14578	Q8NEV1	0.167	0.0
O14578	Q8TD19	0.156	0.0
O14578	Q96GD4	0.1734	0.0
O14578	Q9H093	0.2356	0.0
O14578	Q9H0K1	0.2205	0.0
O14578	Q9HAZ1	0.1705	0.0
O14578	Q9NQU5	0.1964	0.0
O14578	Q9NSY1	0.1829	0.0
O14578	Q9UBE8	0.2204	0.0
O14578	Q9UK32	0.1746	0.0
O14578	Q9UPZ9	0.1993	0.0
O14578	Q9Y572	0.1927	0.0
O14578	Q9Y5S2	0.1531	0.0
O14578	Q9Y616	0.1738	0.0
O14578	Q9Y6E0	0.1559	0.0
O14757	O00311	0.1571	0.0
O14757	O00444	0.1629	0.0
O14757	O14578	0.1538	0.0
O14757	O14757	0.0	1.0
O14757	O14965	0.1547	0.0
O14757	O14976	0.1567	0.0
O14757	O60285	0.1788	0.09090909090909094
O14757	O75116	0.1418	0.09999999999999998
O14757	O76039	0.1748	0.0
O14757	O94806	0.209	0.0
O14757	O95835	0.1885	0.0
O14757	O96013	0.1596	0.0
O14757	P05771	0.1892	0.0
O14757	P15735	0.1431	0.0
O14757	P17252	0.1559	0.0
O14757	P17612	0.1539	0.11111111111111116
O14757	P19784	0.1474	0.0
O14757	P22694	0.1873	0.25
O14757	P23443	0.1451	0.0
O14757	P30291	0.1435	0.0
O14757	P36507	0.1827	0.0
O14757	P36896	0.1883	0.0
O14757	P36897	0.1671	0.0
O14757	P45983	0.1834	0.0
O14757	P45984	0.1406	0.0
O14757	P48729	0.1756	0.0
O14757	P48730	0.1838	0.0
O14757	P49137	0.1334	0.0
O14757	P49674	0.184	0.0
O14757	P49759	0.1403	0.0
O14757	P49760	0.1596	0.0
O14757	P49840	0.1731	0.0
O14757	P49841	0.178	0.0
O14757	P50613	0.1761	0.0
O14757	P50750	0.1625	0.0
O14757	P51817	0.1688	0.0
O14757	P54646	0.1522	0.0
O14757	P68400	0.1513	0.0
O14757	Q00536	0.1796	0.0
O14757	Q02750	0.1675	0.0
O14757	Q04759	0.1623	0.0
O14757	Q05655	0.2239	0.16666666666666663
O14757	Q13043	0.1458	0.0
O14757	Q13163	0.1914	0.0
O14757	Q13188	0.1458	0.0
O14757	Q13464	0.1678	0.11111111111111116
O14757	Q13705	0.175	0.0
O14757	Q13873	0.1899	0.0
O14757	Q13976	0.1562	0.09999999999999998
O14757	Q15759	0.1802	0.0
O14757	Q16512	0.1525	0.0
O14757	Q16539	0.1495	0.0
O14757	Q2M2I8	0.1386	0.0
O14757	Q5VT25	0.2053	0.0
O14757	Q6DT37	0.1561	0.0
O14757	Q6P5Z2	0.1751	0.0
O14757	Q6PHR2	0.1561	0.0
O14757	Q7L7X3	0.209	0.0
O14757	Q8NEV1	0.1305	0.0
O14757	Q8TD19	0.1597	0.0
O14757	Q96GD4	0.1501	0.0
O14757	Q9H093	0.1605	0.0
O14757	Q9H0K1	0.183	0.0
O14757	Q9HAZ1	0.1561	0.0
O14757	Q9NQU5	0.1758	0.0
O14757	Q9NSY1	0.1591	0.0
O14757	Q9UBE8	0.1723	0.0
O14757	Q9UK32	0.1405	0.0
O14757	Q9UPZ9	0.1769	0.0
O14757	Q9Y572	0.1684	0.0
O14757	Q9Y5S2	0.174	0.0
O14757	Q9Y616	0.1855	0.0
O14757	Q9Y6E0	0.1805	0.0
O14965	O00311	0.1667	0.0
O14965	O00444	0.1572	0.4
O14965	O14578	0.1841	0.0
O14965	O14757	0.1547	0.0
O14965	O14965	0.0	1.0
O14965	O14976	0.1786	0.0
O14965	O60285	0.1776	0.06666666666666665
O14965	O75116	0.1746	0.0
O14965	O76039	0.1693	0.0
O14965	O94806	0.1713	0.0
O14965	O95835	0.1508	0.0
O14965	O96013	0.1641	0.0
O14965	P05771	0.1542	0.0
O14965	P15735	0.1754	0.0
O14965	P17252	0.1758	0.0
O14965	P17612	0.1669	0.0
O14965	P19784	0.1638	0.25
O14965	P22694	0.1884	0.0
O14965	P23443	0.1747	0.0
O14965	P30291	0.174	0.4
O14965	P36507	0.1918	0.0
O14965	P36896	0.1717	0.0
O14965	P36897	0.1786	0.0
O14965	P45983	0.1726	0.0
O14965	P45984	0.1745	0.0
O14965	P48729	0.168	0.0
O14965	P48730	0.1805	0.0
O14965	P49137	0.1649	0.0
O14965	P49674	0.1686	0.0
O14965	P49759	0.1677	0.0
O14965	P49760	0.1715	0.0
O14965	P49840	0.167	0.0
O14965	P49841	0.1811	0.0
O14965	P50613	0.1656	0.0
O14965	P50750	0.1743	0.0
O14965	P51817	0.1701	0.0
O14965	P54646	0.177	0.16666666666666663
O14965	P68400	0.1566	0.125
O14965	Q00536	0.1846	0.0
O14965	Q02750	0.1707	0.0
O14965	Q04759	0.1806	0.0
O14965	Q05655	0.201	0.0
O14965	Q13043	0.1516	0.0
O14965	Q13163	0.1865	0.0
O14965	Q13188	0.1719	0.0
O14965	Q13464	0.1559	0.0
O14965	Q13705	0.177	0.0
O14965	Q13873	0.151	0.0
O14965	Q13976	0.1687	0.0
O14965	Q15759	0.1943	0.0
O14965	Q16512	0.1589	0.0
O14965	Q16539	0.1814	0.0
O14965	Q2M2I8	0.1805	0.0
O14965	Q5VT25	0.1612	0.0
O14965	Q6DT37	0.1656	0.0
O14965	Q6P5Z2	0.1769	0.0
O14965	Q6PHR2	0.1717	0.19999999999999996
O14965	Q7L7X3	0.1769	0.0
O14965	Q8NEV1	0.1788	0.125
O14965	Q8TD19	0.1666	0.0
O14965	Q96GD4	0.1754	0.4
O14965	Q9H093	0.1579	0.0
O14965	Q9H0K1	0.1736	0.19999999999999996
O14965	Q9HAZ1	0.1705	0.0
O14965	Q9NQU5	0.1785	0.0
O14965	Q9NSY1	0.1844	0.0
O14965	Q9UBE8	0.1592	0.0
O14965	Q9UK32	0.1611	0.0
O14965	Q9UPZ9	0.1744	0.0
O14965	Q9Y572	0.1943	0.0
O14965	Q9Y5S2	0.18	0.0
O14965	Q9Y616	0.1712	0.4
O14965	Q9Y6E0	0.1362	0.0
O14976	O00311	0.1708	0.0
O14976	O00444	0.1891	0.0
O14976	O14578	0.1648	0.0
O14976	O14757	0.1567	0.0
O14976	O14965	0.1786	0.0
O14976	O14976	0.0	1.0
O14976	O60285	0.1802	0.0
O14976	O75116	0.1743	0.05882352941176472
O14976	O76039	0.1484	0.0
O14976	O94806	0.219	0.0
O14976	O95835	0.2077	0.0
O14976	O96013	0.1491	0.0
O14976	P05771	0.1577	0.0
O14976	P15735	0.16	0.0
O14976	P17252	0.151	0.0
O14976	P17612	0.1679	0.0
O14976	P19784	0.1377	0.0
O14976	P22694	0.2097	0.0
O14976	P23443	0.1595	0.0
O14976	P30291	0.1359	0.0
O14976	P36507	0.1768	0.0
O14976	P36896	0.1832	0.0
O14976	P36897	0.1378	0.0
O14976	P45983	0.1854	0.0
O14976	P45984	0.1619	0.0
O14976	P48729	0.1669	0.0
O14976	P48730	0.1461	0.0
O14976	P49137	0.1575	0.0
O14976	P49674	0.1529	0.0
O14976	P49759	0.142	0.0
O14976	P49760	0.1607	0.0
O14976	P49840	0.1981	0.0
O14976	P49841	0.177	0.0
O14976	P50613	0.1979	0.11111111111111116
O14976	P50750	0.1604	0.0
O14976	P51817	0.191	0.0
O14976	P54646	0.1619	0.0
O14976	P68400	0.1439	0.0
O14976	Q00536	0.1802	0.0
O14976	Q02750	0.1954	0.0
O14976	Q04759	0.1955	0.0
O14976	Q05655	0.229	0.0
O14976	Q13043	0.1678	0.0
O14976	Q13163	0.223	0.11111111111111116
O14976	Q13188	0.1758	0.0
O14976	Q13464	0.1911	0.0625
O14976	Q13705	0.1793	0.0714285714285714
O14976	Q13873	0.1854	0.0
O14976	Q13976	0.1708	0.05882352941176472
O14976	Q15759	0.1919	0.0
O14976	Q16512	0.1623	0.0
O14976	Q16539	0.1573	0.0
O14976	Q2M2I8	0.1365	0.0
O14976	Q5VT25	0.1929	0.0
O14976	Q6DT37	0.2122	0.0
O14976	Q6P5Z2	0.2014	0.05882352941176472
O14976	Q6PHR2	0.1813	0.0
O14976	Q7L7X3	0.1784	0.0
O14976	Q8NEV1	0.129	0.0
O14976	Q8TD19	0.1433	0.0
O14976	Q96GD4	0.1698	0.0
O14976	Q9H093	0.163	0.0
O14976	Q9H0K1	0.2017	0.0
O14976	Q9HAZ1	0.1544	0.0
O14976	Q9NQU5	0.1517	0.0
O14976	Q9NSY1	0.1514	0.0
O14976	Q9UBE8	0.1697	0.0
O14976	Q9UK32	0.1585	0.09999999999999998
O14976	Q9UPZ9	0.1897	0.0
O14976	Q9Y572	0.1783	0.11111111111111116
O14976	Q9Y5S2	0.1678	0.0
O14976	Q9Y616	0.1704	0.0
O14976	Q9Y6E0	0.1613	0.0
O60285	O00311	0.1773	0.09090909090909094
O60285	O00444	0.1634	0.0
O60285	O14578	0.1902	0.0
O60285	O14757	0.1788	0.09090909090909094
O60285	O14965	0.1776	0.06666666666666665
O60285	O14976	0.1802	0.0
O60285	O60285	0.0	1.0
O60285	O75116	0.1899	0.050000000000000044
O60285	O76039	0.1855	0.05882352941176472
O60285	O94806	0.184	0.0
O60285	O95835	0.1962	0.0
O60285	O96013	0.1912	0.08333333333333337
O60285	P05771	0.1678	0.07692307692307687
O60285	P15735	0.1769	0.0
O60285	P17252	0.1519	0.0625
O60285	P17612	0.1886	0.052631578947368474
O60285	P19784	0.2088	0.06666666666666665
O60285	P22694	0.2033	0.0714285714285714
O60285	P23443	0.1857	0.0
O60285	P30291	0.2157	0.0
O60285	P36507	0.1995	0.0
O60285	P36896	0.1926	0.0
O60285	P36897	0.1979	0.0
O60285	P45983	0.2028	0.0
O60285	P45984	0.2016	0.0
O60285	P48729	0.1856	0.0
O60285	P48730	0.1812	0.0
O60285	P49137	0.215	0.0
O60285	P49674	0.2002	0.0
O60285	P49759	0.1798	0.0
O60285	P49760	0.1998	0.0
O60285	P49840	0.1921	0.0
O60285	P49841	0.2097	0.0
O60285	P50613	0.1757	0.0
O60285	P50750	0.2024	0.07692307692307687
O60285	P51817	0.1954	0.0
O60285	P54646	0.1841	0.08333333333333337
O60285	P68400	0.1636	0.0714285714285714
O60285	Q00536	0.2025	0.07692307692307687
O60285	Q02750	0.1865	0.0
O60285	Q04759	0.1858	0.0
O60285	Q05655	0.2272	0.1333333333333333
O60285	Q13043	0.1913	0.09090909090909094
O60285	Q13163	0.2151	0.0
O60285	Q13188	0.1888	0.09090909090909094
O60285	Q13464	0.1873	0.052631578947368474
O60285	Q13705	0.2008	0.0
O60285	Q13873	0.1777	0.0
O60285	Q13976	0.1578	0.050000000000000044
O60285	Q15759	0.1942	0.0
O60285	Q16512	0.1843	0.0
O60285	Q16539	0.1647	0.0
O60285	Q2M2I8	0.1981	0.0
O60285	Q5VT25	0.1981	0.0
O60285	Q6DT37	0.2113	0.0
O60285	Q6P5Z2	0.1958	0.0
O60285	Q6PHR2	0.1938	0.0
O60285	Q7L7X3	0.1408	0.0
O60285	Q8NEV1	0.2276	0.0714285714285714
O60285	Q8TD19	0.1943	0.0
O60285	Q96GD4	0.1786	0.08333333333333337
O60285	Q9H093	0.1419	0.09090909090909094
O60285	Q9H0K1	0.1658	0.0
O60285	Q9HAZ1	0.1896	0.0
O60285	Q9NQU5	0.1912	0.0
O60285	Q9NSY1	0.1883	0.08333333333333337
O60285	Q9UBE8	0.1949	0.0
O60285	Q9UK32	0.1962	0.0
O60285	Q9UPZ9	0.2175	0.0
O60285	Q9Y572	0.2014	0.0
O60285	Q9Y5S2	0.1992	0.0
O60285	Q9Y616	0.173	0.0
O60285	Q9Y6E0	0.2032	0.09090909090909094
O75116	O00311	0.1796	0.0
O75116	O00444	0.1586	0.0
O75116	O14578	0.1749	0.0
O75116	O14757	0.1418	0.09999999999999998
O75116	O14965	0.1746	0.0
O75116	O14976	0.1743	0.05882352941176472
O75116	O60285	0.1899	0.050000000000000044
O75116	O75116	0.0	1.0
O75116	O76039	0.1543	0.0
O75116	O94806	0.2142	0.0
O75116	O95835	0.1652	0.0
O75116	O96013	0.1716	0.0
O75116	P05771	0.1218	0.0
O75116	P15735	0.1829	0.0
O75116	P17252	0.1371	0.0
O75116	P17612	0.1356	0.2666666666666667
O75116	P19784	0.1835	0.0
O75116	P22694	0.1758	0.2727272727272727
O75116	P23443	0.158	0.0
O75116	P30291	0.203	0.0
O75116	P36507	0.189	0.0
O75116	P36896	0.1935	0.0
O75116	P36897	0.1803	0.0
O75116	P45983	0.1964	0.0
O75116	P45984	0.178	0.0
O75116	P48729	0.1731	0.0
O75116	P48730	0.1858	0.0
O75116	P49137	0.1906	0.0
O75116	P49674	0.1846	0.0
O75116	P49759	0.1695	0.0
O75116	P49760	0.1921	0.0
O75116	P49840	0.1899	0.0
O75116	P49841	0.1846	0.0
O75116	P50613	0.1863	0.09090909090909094
O75116	P50750	0.1361	0.0
O75116	P51817	0.1506	0.15384615384615385
O75116	P54646	0.1817	0.0
O75116	P68400	0.1707	0.0
O75116	Q00536	0.1781	0.0
O75116	Q02750	0.1882	0.0
O75116	Q04759	0.1816	0.09090909090909094
O75116	Q05655	0.2271	0.1428571428571429
O75116	Q13043	0.1984	0.0
O75116	Q13163	0.2361	0.0
O75116	Q13188	0.1758	0.0
O75116	Q13464	0.0959	0.9
O75116	Q13705	0.1954	0.0
O75116	Q13873	0.1601	0.0
O75116	Q13976	0.1372	0.33333333333333337
O75116	Q15759	0.1986	0.0
O75116	Q16512	0.1616	0.0
O75116	Q16539	0.1815	0.0
O75116	Q2M2I8	0.1735	0.0
O75116	Q5VT25	0.148	0.19999999999999996
O75116	Q6DT37	0.1619	0.25
O75116	Q6P5Z2	0.174	0.0
O75116	Q6PHR2	0.1756	0.0
O75116	Q7L7X3	0.1954	0.0
O75116	Q8NEV1	0.1758	0.0
O75116	Q8TD19	0.1764	0.0
O75116	Q96GD4	0.1851	0.0
O75116	Q9H093	0.1885	0.0
O75116	Q9H0K1	0.1879	0.0
O75116	Q9HAZ1	0.1865	0.0
O75116	Q9NQU5	0.1774	0.0
O75116	Q9NSY1	0.1869	0.0
O75116	Q9UBE8	0.1801	0.0
O75116	Q9UK32	0.1799	0.08333333333333337
O75116	Q9UPZ9	0.189	0.0
O75116	Q9Y572	0.2026	0.0
O75116	Q9Y5S2	0.1528	0.2727272727272727
O75116	Q9Y616	0.201	0.0
O75116	Q9Y6E0	0.191	0.0
O76039	O00311	0.1786	0.0
O76039	O00444	0.1432	0.0
O76039	O14578	0.1686	0.0
O76039	O14757	0.1748	0.0
O76039	O14965	0.1693	0.0
O76039	O14976	0.1484	0.0
O76039	O60285	0.1855	0.05882352941176472
O76039	O75116	0.1543	0.0
O76039	O76039	0.0	1.0
O76039	O94806	0.2076	0.0
O76039	O95835	0.185	0.0
O76039	O96013	0.1756	0.0
O76039	P05771	0.168	0.0
O76039	P15735	0.1595	0.0
O76039	P17252	0.1743	0.0
O76039	P17612	0.1634	0.0
O76039	P19784	0.1375	0.0
O76039	P22694	0.2199	0.0
O76039	P23443	0.1706	0.0
O76039	P30291	0.151	0.0
O76039	P36507	0.1567	0.0
O76039	P36896	0.1654	0.0
O76039	P36897	0.1312	0.0
O76039	P45983	0.1655	0.0
O76039	P45984	0.1617	0.0
O76039	P48729	0.1622	0.0
O76039	P48730	0.1746	0.0
O76039	P49137	0.168	0.0
O76039	P49674	0.1421	0.0
O76039	P49759	0.1485	0.18181818181818177
O76039	P49760	0.1609	0.0
O76039	P49840	0.1465	0.15000000000000002
O76039	P49841	0.1516	0.17647058823529416
O76039	P50613	0.1689	0.0
O76039	P50750	0.1389	0.11111111111111116
O76039	P51817	0.1719	0.0
O76039	P54646	0.1745	0.0
O76039	P68400	0.1427	0.0
O76039	Q00536	0.154	0.11111111111111116
O76039	Q02750	0.1857	0.0
O76039	Q04759	0.1678	0.0
O76039	Q05655	0.1955	0.0
O76039	Q13043	0.1702	0.0
O76039	Q13163	0.1946	0.0
O76039	Q13188	0.1775	0.0
O76039	Q13464	0.1744	0.0
O76039	Q13705	0.1578	0.0
O76039	Q13873	0.1653	0.0
O76039	Q13976	0.1558	0.0
O76039	Q15759	0.1896	0.0
O76039	Q16512	0.1766	0.0
O76039	Q16539	0.1491	0.0
O76039	Q2M2I8	0.1621	0.0
O76039	Q5VT25	0.209	0.0
O76039	Q6DT37	0.1889	0.0
O76039	Q6P5Z2	0.1784	0.0
O76039	Q6PHR2	0.1805	0.0
O76039	Q7L7X3	0.2036	0.0
O76039	Q8NEV1	0.1657	0.0
O76039	Q8TD19	0.1558	0.0
O76039	Q96GD4	0.2008	0.0
O76039	Q9H093	0.1967	0.0
O76039	Q9H0K1	0.1956	0.0
O76039	Q9HAZ1	0.1585	0.08333333333333337
O76039	Q9NQU5	0.1818	0.0
O76039	Q9NSY1	0.1743	0.125
O76039	Q9UBE8	0.2174	0.0
O76039	Q9UK32	0.1592	0.0
O76039	Q9UPZ9	0.1521	0.125
O76039	Q9Y572	0.1873	0.0
O76039	Q9Y5S2	0.1637	0.0
O76039	Q9Y616	0.1594	0.0
O76039	Q9Y6E0	0.1768	0.0
O94806	O00311	0.1944	0.0
O94806	O00444	0.2079	0.0
O94806	O14578	0.2269	0.0
O94806	O14757	0.209	0.0
O94806	O14965	0.1713	0.0
O94806	O14976	0.219	0.0
O94806	O60285	0.184	0.0
O94806	O75116	0.2142	0.0
O94806	O76039	0.2076	0.0
O94806	O94806	0.0	1.0
O94806	O95835	0.2247	0.0
O94806	O96013	0.2074	0.0
O94806	P05771	0.1883	0.0
O94806	P15735	0.1764	0.0
O94806	P17252	0.2101	0.0
O94806	P17612	0.2294	0.0
O94806	P19784	0.2033	0.0
O94806	P22694	0.1891	0.0
O94806	P23443	0.1852	0.0
O94806	P30291	0.2095	0.0
O94806	P36507	0.2159	0.0
O94806	P36896	0.1838	0.1428571428571429
O94806	P36897	0.1967	0.1428571428571429
O94806	P45983	0.1715	0.0
O94806	P45984	0.221	0.0
O94806	P48729	0.1563	0.0
O94806	P48730	0.1576	0.0
O94806	P49137	0.1988	0.0
O94806	P49674	0.1867	0.0
O94806	P49759	0.1644	0.0
O94806	P49760	0.2225	0.0
O94806	P49840	0.2192	0.0
O94806	P49841	0.199	0.0
O94806	P50613	0.1884	0.0
O94806	P50750	0.1894	0.0
O94806	P51817	0.2194	0.0
O94806	P54646	0.2399	0.0
O94806	P68400	0.1828	0.0
O94806	Q00536	0.191	0.0
O94806	Q02750	0.1996	0.0
O94806	Q04759	0.1944	0.0
O94806	Q05655	0.1782	0.0
O94806	Q13043	0.1688	0.0
O94806	Q13163	0.158	0.0
O94806	Q13188	0.1964	0.0
O94806	Q13464	0.1951	0.0
O94806	Q13705	0.1851	0.0
O94806	Q13873	0.1908	0.0
O94806	Q13976	0.1773	0.0
O94806	Q15759	0.2028	0.0
O94806	Q16512	0.2121	0.0
O94806	Q16539	0.2035	0.0
O94806	Q2M2I8	0.1676	0.0
O94806	Q5VT25	0.2142	0.0
O94806	Q6DT37	0.1972	0.0
O94806	Q6P5Z2	0.1996	0.0
O94806	Q6PHR2	0.1855	0.0
O94806	Q7L7X3	0.1712	0.0
O94806	Q8NEV1	0.2209	0.0
O94806	Q8TD19	0.1988	0.0
O94806	Q96GD4	0.2151	0.0
O94806	Q9H093	0.2032	0.0
O94806	Q9H0K1	0.1838	0.0
O94806	Q9HAZ1	0.1869	0.0
O94806	Q9NQU5	0.1779	0.0
O94806	Q9NSY1	0.1714	0.0
O94806	Q9UBE8	0.2006	0.0
O94806	Q9UK32	0.1666	0.0
O94806	Q9UPZ9	0.2304	0.0
O94806	Q9Y572	0.2009	0.0
O94806	Q9Y5S2	0.1884	0.0
O94806	Q9Y616	0.1753	0.0
O94806	Q9Y6E0	0.1957	0.0
O95835	O00311	0.1692	0.0
O95835	O00444	0.1798	0.0
O95835	O14578	0.2096	1.0
O95835	O14757	0.1885	0.0
O95835	O14965	0.1508	0.0
O95835	O14976	0.2077	0.0
O95835	O60285	0.1962	0.0
O95835	O75116	0.1652	0.0
O95835	O76039	0.185	0.0
O95835	O94806	0.2247	0.0
O95835	O95835	0.0	1.0
O95835	O96013	0.1546	0.0
O95835	P05771	0.1572	0.0
O95835	P15735	0.2022	0.0
O95835	P17252	0.1565	0.0
O95835	P17612	0.1464	0.0
O95835	P19784	0.1719	0.0
