Uniprot ID	Compound Name	Binding
O15530	AT-13148	0
O15530	AT-7519	0
O15530	AT-9283	0
O15530	AZD-1208	0
O15530	AZD-7762	0
O15530	AZD-8330	0
O15530	Abemaciclib	0
O15530	Alisertib	0
O15530	Alvocidib	0
O15530	BI-847325	0
O15530	BMS-690514	0
O15530	BMS-754807	0
O15530	Bafetinib	0
O15530	Barasertib_HQPA	0
O15530	Bosutinib	0
O15530	Brivanib_alaninate	0
O15530	CH-5183284	0
O15530	CP-547632	0
O15530	Cerdulatinib	0
O15530	Cobimetinib	0
O15530	Crenolanib	0
O15530	Cyc-116	0
O15530	Dabrafenib	0
O15530	Danusertib	0
O15530	Dasatinib	0
O15530	Defactinib	0
O15530	Dinaciclib	0
O15530	Dovitinib	0
O15530	GDC-0994	0
O15530	GSK-1059615	0
O15530	GSK-2110183	0
O15530	GSK-690693	0
O15530	Galunisertib	0
O15530	Gilteritinib	0
O15530	JNJ-26483327	0
O15530	K-252a	0
O15530	KW-2449	0
O15530	LY-2584702	0
O15530	Lestaurtinib	1
O15530	Linsitinib	0
O15530	Losmapimod	0
O15530	MK-1775	0
O15530	MK-2206	0
O15530	MK-5108	0
O15530	MLN-8054	0
O15530	Milciclib	0
O15530	Momelotinib	0
O15530	Motesanib	0
O15530	OTS-167	1
O15530	Orantinib	0
O15530	P-276-00	0
O15530	PD-325901	0
O15530	PF-03814735	0
O15530	PF-3758309	0
O15530	PF-477736	0
O15530	PF-562271	0
O15530	PH-797804	0
O15530	PHA-793887	0
O15530	Pacritinib	0
O15530	Pexidartinib	0
O15530	Pimasertib	0
O15530	Ponatinib	0
O15530	R-547	0
O15530	RDEA-436	0
O15530	RGB-286638	0
O15530	Ro-4987655	0
O15530	Ro-5126766	0
O15530	Ruboxistaurin	0
O15530	SAR-407899	1
O15530	SB-1317	0
O15530	SCH-900776	0
O15530	SGI-1776	0
O15530	Sapanisertib	0
O15530	Silmitasertib	0
O15530	Sonolisib	0
O15530	Sotrastaurin	0
O15530	TAK-733	0
O15530	TAK-901	0
O15530	TG-100572	0
O15530	Talmapimod	0
O15530	Tanzisertib	0
O15530	Tesevatinib	0
O15530	Tozasertib	0
O15530	Trametinib	0
O15530	UCN-01	1
O15530	Uprosertib	0
O15530	VX-702	0
O15530	XL-019	0
O15530	XL-228	0
O15530	XL-413	0
O15530	Y-39983	0
O43930	AEW-541	0
O43930	AMG-208	0
O43930	AMG-900	0
O43930	AT-13148	0
O43930	AT-7519	0
O43930	AT-9283	0
O43930	AZD-1208	0
O43930	AZD-7762	0
O43930	AZD-8330	0
O43930	Abemaciclib	0
O43930	Alisertib	0
O43930	Alvocidib	0
O43930	BI-847325	0
O43930	BMS-690514	0
O43930	BMS-754807	0
O43930	Bafetinib	0
O43930	Barasertib_HQPA	0
O43930	Bosutinib	0
O43930	Brivanib_alaninate	0
O43930	CH-5183284	0
O43930	CP-547632	0
O43930	Cerdulatinib	0
O43930	Cobimetinib	0
O43930	Crenolanib	0
O43930	Cyc-116	0
O43930	Dabrafenib	0
O43930	Danusertib	0
O43930	Dasatinib	0
O43930	Defactinib	0
O43930	Dinaciclib	0
O43930	Dovitinib	0
O43930	GDC-0994	0
O43930	GSK-1059615	0
O43930	GSK-2110183	0
O43930	GSK-690693	1
O43930	Galunisertib	0
O43930	Gilteritinib	0
O43930	JNJ-26483327	0
O43930	K-252a	0
O43930	KW-2449	0
O43930	LY-2584702	0
O43930	Lestaurtinib	0
O43930	Linsitinib	0
O43930	Losmapimod	0
O43930	MK-1775	0
O43930	MK-2206	0
O43930	MK-5108	0
O43930	MLN-8054	0
O43930	Milciclib	0
O43930	Momelotinib	0
O43930	Motesanib	0
O43930	OTS-167	0
O43930	Orantinib	0
O43930	P-276-00	0
O43930	PD-325901	0
O43930	PF-03814735	0
O43930	PF-3758309	0
O43930	PF-477736	0
O43930	PF-562271	0
O43930	PH-797804	0
O43930	PHA-793887	0
O43930	Pacritinib	0
O43930	Pexidartinib	0
O43930	Pimasertib	0
O43930	Ponatinib	0
O43930	R-547	0
O43930	RDEA-436	0
O43930	RGB-286638	0
O43930	Ro-4987655	0
O43930	Ro-5126766	0
O43930	Ruboxistaurin	0
O43930	SAR-407899	1
O43930	SB-1317	0
O43930	SCH-900776	0
O43930	SGI-1776	0
O43930	Sapanisertib	0
O43930	Silmitasertib	0
O43930	Sonolisib	0
O43930	Sotrastaurin	0
O43930	TAK-733	0
O43930	TAK-901	0
O43930	TG-100572	0
O43930	Talmapimod	0
O43930	Tanzisertib	0
O43930	Tesevatinib	0
O43930	Tozasertib	0
O43930	Trametinib	0
O43930	UCN-01	0
O43930	Uprosertib	0
O43930	VX-702	0
O43930	XL-019	0
O43930	XL-228	0
O43930	XL-413	0
O43930	Y-39983	0
O75116	AEW-541	0
O75116	AMG-208	0
O75116	AMG-900	0
O75116	AT-13148	1
O75116	AT-7519	0
O75116	AT-9283	0
O75116	AZD-1208	0
O75116	AZD-7762	0
O75116	AZD-8330	0
O75116	Abemaciclib	0
O75116	Alisertib	0
O75116	Alvocidib	0
O75116	BI-847325	0
O75116	BMS-690514	0
O75116	BMS-754807	0
O75116	Bafetinib	0
O75116	Barasertib_HQPA	0
O75116	Bosutinib	0
O75116	Brivanib_alaninate	0
O75116	CH-5183284	0
O75116	CP-547632	0
O75116	Cerdulatinib	0
O75116	Cobimetinib	0
O75116	Crenolanib	0
O75116	Cyc-116	0
O75116	Dabrafenib	0
O75116	Danusertib	0
O75116	Dasatinib	0
O75116	Defactinib	0
O75116	Dinaciclib	0
O75116	Dovitinib	0
O75116	GDC-0994	0
O75116	GSK-1059615	0
O75116	GSK-2110183	0
O75116	GSK-690693	0
O75116	Galunisertib	0
O75116	Gilteritinib	0
O75116	JNJ-26483327	0
O75116	K-252a	0
O75116	KW-2449	0
O75116	LY-2584702	0
O75116	Lestaurtinib	0
O75116	Linsitinib	0
O75116	Losmapimod	0
O75116	MK-1775	0
O75116	MK-2206	0
O75116	MK-5108	0
O75116	MLN-8054	0
O75116	Milciclib	0
O75116	Momelotinib	0
O75116	Motesanib	0
O75116	OTS-167	0
O75116	Orantinib	0
O75116	P-276-00	0
O75116	PD-325901	0
O75116	PF-03814735	0
O75116	PF-3758309	0
O75116	PF-477736	0
O75116	PF-562271	0
O75116	PH-797804	0
O75116	PHA-793887	0
O75116	Pacritinib	0
O75116	Pexidartinib	0
O75116	Pimasertib	0
O75116	Ponatinib	0
O75116	R-547	0
O75116	RDEA-436	0
O75116	RGB-286638	0
O75116	Ro-4987655	0
O75116	Ro-5126766	0
O75116	Ruboxistaurin	0
O75116	SAR-407899	1
O75116	SB-1317	0
O75116	SCH-900776	0
O75116	SGI-1776	0
O75116	Sapanisertib	0
O75116	Silmitasertib	0
O75116	Sonolisib	0
O75116	Sotrastaurin	0
O75116	TAK-733	0
O75116	TAK-901	0
O75116	TG-100572	0
O75116	Talmapimod	0
O75116	Tanzisertib	0
O75116	Tesevatinib	0
O75116	Tozasertib	0
O75116	Trametinib	0
O75116	UCN-01	0
O75116	Uprosertib	0
O75116	VX-702	0
O75116	XL-019	0
O75116	XL-228	0
O75116	XL-413	0
O75116	Y-39983	1
O75385	AEW-541	0
O75385	AMG-208	0
O75385	AMG-900	0
O75385	AT-13148	0
O75385	AT-7519	0
O75385	AT-9283	0
O75385	AZD-1208	0
O75385	AZD-7762	0
O75385	AZD-8330	0
O75385	Abemaciclib	0
O75385	Alisertib	0
O75385	Alvocidib	0
O75385	BI-847325	0
O75385	BMS-690514	0
O75385	BMS-754807	0
O75385	Bafetinib	0
O75385	Barasertib_HQPA	0
O75385	Bosutinib	0
O75385	Brivanib_alaninate	0
O75385	CH-5183284	0
O75385	CP-547632	0
O75385	Cerdulatinib	0
O75385	Cobimetinib	0
O75385	Crenolanib	0
O75385	Cyc-116	0
O75385	Dabrafenib	0
O75385	Danusertib	0
O75385	Dasatinib	0
O75385	Defactinib	0
O75385	Dinaciclib	0
O75385	Dovitinib	0
O75385	GDC-0994	0
O75385	GSK-1059615	0
O75385	GSK-2110183	0
O75385	GSK-690693	0
O75385	Galunisertib	0
O75385	Gilteritinib	0
O75385	JNJ-26483327	0
O75385	K-252a	0
O75385	KW-2449	0
O75385	LY-2584702	0
O75385	Lestaurtinib	0
O75385	Linsitinib	0
O75385	Losmapimod	0
O75385	MK-1775	0
O75385	MK-2206	0
O75385	MK-5108	0
O75385	MLN-8054	0
O75385	Milciclib	0
O75385	Momelotinib	0
O75385	Motesanib	0
O75385	OTS-167	0
O75385	Orantinib	0
O75385	P-276-00	0
O75385	PD-325901	0
O75385	PF-03814735	1
O75385	PF-3758309	0
O75385	PF-477736	0
O75385	PF-562271	0
O75385	PH-797804	0
O75385	PHA-793887	0
O75385	Pacritinib	0
O75385	Pexidartinib	0
O75385	Pimasertib	0
O75385	Ponatinib	0
O75385	R-547	0
O75385	RDEA-436	0
O75385	RGB-286638	0
O75385	Ro-4987655	0
O75385	Ro-5126766	0
O75385	Ruboxistaurin	0
O75385	SAR-407899	0
O75385	SB-1317	0
O75385	SCH-900776	0
O75385	SGI-1776	0
O75385	Sapanisertib	0
O75385	Silmitasertib	0
O75385	Sonolisib	0
O75385	Sotrastaurin	0
O75385	TAK-733	0
O75385	TAK-901	0
O75385	TG-100572	0
O75385	Talmapimod	0
O75385	Tanzisertib	0
O75385	Tesevatinib	0
O75385	Tozasertib	0
O75385	Trametinib	0
O75385	UCN-01	0
O75385	Uprosertib	0
O75385	VX-702	0
O75385	XL-019	0
O75385	XL-228	0
O75385	XL-413	0
O75385	Y-39983	0
O75460	AEW-541	0
O75460	AMG-208	0
O75460	AMG-900	0
O75460	AT-13148	0
O75460	AT-7519	0
O75460	AT-9283	0
O75460	AZD-1208	0
O75460	AZD-7762	0
O75460	AZD-8330	0
O75460	Abemaciclib	0
O75460	Alisertib	0
O75460	Alvocidib	0
O75460	BI-847325	0
O75460	BMS-690514	0
O75460	BMS-754807	0
O75460	Bafetinib	0
O75460	Barasertib_HQPA	0
O75460	Bosutinib	0
O75460	Brivanib_alaninate	0
O75460	CH-5183284	0
O75460	CP-547632	0
O75460	Cerdulatinib	0
O75460	Cobimetinib	0
O75460	Crenolanib	0
O75460	Cyc-116	0
O75460	Dabrafenib	0
O75460	Danusertib	0
O75460	Dasatinib	0
O75460	Defactinib	0
O75460	Dinaciclib	0
O75460	Dovitinib	0
O75460	GDC-0994	0
O75460	GSK-1059615	0
O75460	GSK-2110183	0
O75460	GSK-690693	0
O75460	Galunisertib	0
O75460	Gilteritinib	0
O75460	JNJ-26483327	0
O75460	K-252a	1
O75460	KW-2449	0
O75460	LY-2584702	0
O75460	Lestaurtinib	0
O75460	Linsitinib	0
O75460	Losmapimod	0
O75460	MK-1775	0
O75460	MK-2206	0
O75460	MK-5108	0
O75460	MLN-8054	0
O75460	Milciclib	0
O75460	Momelotinib	0
O75460	Motesanib	0
O75460	OTS-167	0
O75460	Orantinib	0
O75460	P-276-00	0
O75460	PD-325901	0
O75460	PF-03814735	0
O75460	PF-3758309	0
O75460	PF-477736	0
O75460	PF-562271	0
O75460	PH-797804	0
O75460	PHA-793887	0
O75460	Pacritinib	0
O75460	Pexidartinib	0
O75460	Pimasertib	0
O75460	Ponatinib	0
O75460	R-547	0
O75460	RDEA-436	0
O75460	RGB-286638	0
O75460	Ro-4987655	0
O75460	Ro-5126766	0
O75460	Ruboxistaurin	0
O75460	SAR-407899	0
O75460	SB-1317	0
O75460	SCH-900776	0
O75460	SGI-1776	0
O75460	Sapanisertib	0
O75460	Silmitasertib	0
O75460	Sonolisib	0
O75460	Sotrastaurin	0
O75460	TAK-733	0
O75460	TAK-901	0
O75460	TG-100572	0
O75460	Talmapimod	0
O75460	Tanzisertib	0
O75460	Tesevatinib	0
O75460	Tozasertib	0
O75460	Trametinib	0
O75460	UCN-01	0
O75460	Uprosertib	0
O75460	VX-702	0
O75460	XL-019	0
O75460	XL-228	0
O75460	XL-413	0
O75460	Y-39983	0
O76039	AEW-541	0
O76039	AMG-208	0
O76039	AMG-900	0
O76039	AT-13148	0
O76039	AT-7519	0
O76039	AT-9283	0
O76039	AZD-1208	0
O76039	AZD-7762	0
O76039	AZD-8330	0
O76039	Abemaciclib	0
O76039	Alisertib	0
O76039	Alvocidib	0
O76039	BI-847325	1
O76039	BMS-690514	0
O76039	BMS-754807	0
O76039	Bafetinib	0
O76039	Barasertib_HQPA	0
O76039	Bosutinib	0
O76039	Brivanib_alaninate	0
O76039	CH-5183284	0
O76039	CP-547632	0
O76039	Cerdulatinib	0
O76039	Cobimetinib	0
O76039	Crenolanib	0
O76039	Cyc-116	0
O76039	Dabrafenib	0
O76039	Danusertib	0
O76039	Dasatinib	0
O76039	Defactinib	1
O76039	Dinaciclib	0
O76039	Dovitinib	0
O76039	GDC-0994	0
O76039	GSK-1059615	0
O76039	GSK-2110183	0
O76039	GSK-690693	0
O76039	Galunisertib	0
O76039	Gilteritinib	0
O76039	JNJ-26483327	0
O76039	K-252a	0
O76039	KW-2449	0
O76039	LY-2584702	0
O76039	Lestaurtinib	0
O76039	Linsitinib	0
O76039	Losmapimod	0
O76039	MK-1775	0
O76039	MK-2206	0
O76039	MK-5108	0
O76039	MLN-8054	0
O76039	Milciclib	0
O76039	Momelotinib	0
O76039	Motesanib	0
O76039	OTS-167	0
O76039	Orantinib	0
O76039	P-276-00	1
O76039	PD-325901	0
O76039	PF-03814735	0
O76039	PF-3758309	0
O76039	PF-477736	0
O76039	PF-562271	0
O76039	PH-797804	0
O76039	PHA-793887	0
O76039	Pacritinib	0
O76039	Pexidartinib	0
O76039	Pimasertib	0
O76039	Ponatinib	0
O76039	R-547	0
O76039	RDEA-436	0
O76039	RGB-286638	0
O76039	Ro-4987655	0
O76039	Ro-5126766	0
O76039	Ruboxistaurin	0
O76039	SAR-407899	0
O76039	SB-1317	0
O76039	SCH-900776	0
O76039	SGI-1776	0
O76039	Sapanisertib	0
O76039	Silmitasertib	0
O76039	Sonolisib	0
O76039	Sotrastaurin	0
O76039	TAK-733	0
O76039	TAK-901	0
O76039	TG-100572	0
O76039	Talmapimod	0
O76039	Tanzisertib	0
O76039	Tesevatinib	0
O76039	Tozasertib	0
O76039	Trametinib	0
O76039	UCN-01	0
O76039	Uprosertib	0
O76039	VX-702	0
O76039	XL-019	0
O76039	XL-228	0
O76039	XL-413	0
O76039	Y-39983	0
O94804	AEW-541	0
O94804	AMG-208	0
O94804	AMG-900	0
O94804	AT-13148	0
O94804	AT-7519	0
O94804	AT-9283	0
O94804	AZD-1208	0
O94804	AZD-7762	0
O94804	AZD-8330	0
O94804	Abemaciclib	0
O94804	Alisertib	0
O94804	Alvocidib	0
O94804	BI-847325	0
O94804	BMS-690514	0
O94804	BMS-754807	0
O94804	Bafetinib	0
O94804	Barasertib_HQPA	0
O94804	Bosutinib	0
O94804	Brivanib_alaninate	0
O94804	CH-5183284	0
O94804	CP-547632	0
O94804	Cerdulatinib	0
O94804	Cobimetinib	0
O94804	Crenolanib	0
O94804	Cyc-116	0
O94804	Dabrafenib	0
O94804	Danusertib	0
O94804	Dasatinib	0
O94804	Defactinib	0
O94804	Dinaciclib	0
O94804	Dovitinib	0
O94804	GDC-0994	0
O94804	GSK-1059615	0
O94804	GSK-2110183	0
O94804	GSK-690693	0
O94804	Galunisertib	0
O94804	Gilteritinib	0
O94804	JNJ-26483327	0
O94804	K-252a	0
O94804	KW-2449	0
O94804	LY-2584702	0
O94804	Lestaurtinib	0
O94804	Linsitinib	0
O94804	Losmapimod	0
O94804	MK-1775	0
O94804	MK-2206	0
O94804	MK-5108	0
O94804	MLN-8054	0
O94804	Milciclib	0
