Uniprot ID 1	Uniprot ID 2	PocketVec distance	Exp. Prof, Jaccard Similarity
O14578	P45984	0.1478	0.0
O14578	P49137	0.1706	0.0
O14578	P49759	0.1645	0.0
O14578	P49760	0.1866	0.0
O14578	P49761	0.1589	0.0
O14578	P49840	0.2144	0.0
O14578	P49841	0.1764	0.0
O14578	P50613	0.1922	0.0
O14578	P50750	0.1683	0.0
O14578	P51817	0.2157	0.0
O14578	P53350	0.1865	0.0
O14578	P53779	0.1904	0.0
O14578	P68400	0.1589	0.0
O14578	Q00526	0.1595	0.0
O14578	Q00535	0.1732	0.0
O14578	Q00536	0.1812	0.0
O14578	Q02156	0.19	0.0
O14578	Q02750	0.1981	0.0
O14578	Q04759	0.1912	0.0
O14578	Q05655	0.26	0.0
O14578	Q13043	0.1743	0.0
O14578	Q13131	0.1716	0.0
O14578	Q13177	0.2152	0.0
O14578	Q13188	0.1579	0.0
O14578	Q13464	0.1603	0.0
O14578	Q13555	0.1806	0.0
O14578	Q13557	0.1866	0.0
O14578	Q13627	0.1754	0.0
O14578	Q13873	0.1978	0.33333333333333337
O14578	Q13976	0.171	0.0
O14578	Q14004	0.1886	0.0
O14578	Q14680	0.1749	0.0
O14578	Q15131	0.2517	0.0
O14578	Q15759	0.1877	0.0
O14578	Q15831	0.1904	0.0
O14578	Q16512	0.1786	0.0
O14578	Q16513	0.1657	0.0
O14578	Q16539	0.2035	0.0
O14578	Q16644	0.1424	0.0
O14578	Q2M2I8	0.1655	0.0
O14578	Q5VT25	0.2075	0.0
O14578	Q6A1A2	0.1882	0.0
O14578	Q6P5Z2	0.1832	0.0
O14578	Q6PHR2	0.1862	0.0
O14578	Q7KZI7	0.1534	0.0
O14578	Q7L7X3	0.2451	0.0
O14578	Q8N4C8	0.2687	0.0
O14578	Q8NEV1	0.167	0.0
O14578	Q8TD08	0.2125	0.0
O14578	Q8TDX7	0.2053	0.0
O14578	Q92918	0.1911	0.0
O14578	Q96GD4	0.1734	0.0
O14578	Q96L34	0.1734	0.0
O14578	Q96NX5	0.207	0.0
O14578	Q96RR4	0.171	0.0
O14578	Q9H093	0.2356	0.0
O14578	Q9H0K1	0.2205	0.1428571428571429
O14578	Q9H2K8	0.1767	0.0
O14578	Q9HAZ1	0.1705	0.0
O14578	Q9NQU5	0.1964	0.0
O14578	Q9NSY1	0.1829	0.0
O14578	Q9P289	0.171	0.0
O14578	Q9UBE8	0.2204	0.33333333333333337
O14578	Q9UK32	0.1746	0.0
O14578	Q9UKE5	0.1998	0.0
O14578	Q9UL54	0.1856	0.0
O14578	Q9UPZ9	0.1993	0.0
O14578	Q9Y243	0.2051	0.0
O14578	Q9Y2K2	0.1704	0.33333333333333337
O14578	Q9Y572	0.1927	0.33333333333333337
O14578	Q9Y5S2	0.1531	0.0
O14578	Q9Y616	0.1738	0.0
O14578	Q9Y6E0	0.1559	0.0
O14757	O00444	0.1629	0.0
O14757	O14578	0.1538	0.0
O14757	O14757	0.0	1.0
O14757	O14965	0.1547	0.0
O14757	O14976	0.1567	0.11111111111111116
O14757	O15530	0.1755	0.0
O14757	O43930	0.1866	0.0
O14757	O75116	0.1418	0.0
O14757	O75385	0.1305	0.0
O14757	O75460	0.1622	0.0
O14757	O76039	0.1748	0.0
O14757	O94804	0.1619	0.0
O14757	O94806	0.209	0.0
O14757	O95819	0.1059	0.0
O14757	O95835	0.1885	0.0
O14757	O96013	0.1596	0.0
O14757	P05771	0.1892	0.0
O14757	P11309	0.155	0.0
O14757	P11802	0.1753	0.0
O14757	P17252	0.1559	0.0
O14757	P17612	0.1539	0.0
O14757	P19784	0.1474	0.0
O14757	P22612	0.149	0.0
O14757	P22694	0.1873	0.0
O14757	P23443	0.1451	0.0
O14757	P24723	0.1673	0.0
O14757	P24941	0.1526	0.0
O14757	P27361	0.1702	0.0
O14757	P27448	0.1562	0.0
O14757	P28482	0.1689	0.0
O14757	P30291	0.1435	0.0
O14757	P31749	0.1581	0.0
O14757	P31751	0.1839	0.0
O14757	P33981	0.1342	0.0
O14757	P36507	0.1827	0.0
O14757	P36896	0.1883	0.0
O14757	P36897	0.1671	0.0
O14757	P45983	0.1834	0.0
O14757	P45984	0.1406	0.0
O14757	P49137	0.1334	0.0
O14757	P49759	0.1403	0.0
O14757	P49760	0.1596	0.0
O14757	P49761	0.1636	0.0
O14757	P49840	0.1731	0.0
O14757	P49841	0.178	0.0
O14757	P50613	0.1761	0.0
O14757	P50750	0.1625	0.0
O14757	P51817	0.1688	0.0
O14757	P53350	0.1581	0.0
O14757	P53779	0.1686	0.0
O14757	P68400	0.1513	0.0
O14757	Q00526	0.1821	0.0
O14757	Q00535	0.161	0.0
O14757	Q00536	0.1796	0.0
O14757	Q02156	0.1791	0.0
O14757	Q02750	0.1675	0.0
O14757	Q04759	0.1623	0.0
O14757	Q05655	0.2239	0.0
O14757	Q13043	0.1458	0.0
O14757	Q13131	0.1451	0.0
O14757	Q13177	0.1872	0.0
O14757	Q13188	0.1458	0.0
O14757	Q13464	0.1678	0.0
O14757	Q13555	0.1504	0.0
O14757	Q13557	0.1577	0.0
O14757	Q13627	0.1591	0.0
O14757	Q13873	0.1899	0.0
O14757	Q13976	0.1562	0.0
O14757	Q14004	0.1692	0.0
O14757	Q14680	0.1409	0.0
O14757	Q15131	0.2001	0.0
O14757	Q15759	0.1802	0.0
O14757	Q15831	0.1785	0.0
O14757	Q16512	0.1525	0.0
O14757	Q16513	0.1772	0.0
O14757	Q16539	0.1495	0.0
O14757	Q16644	0.1151	0.0
O14757	Q2M2I8	0.1386	0.07692307692307687
O14757	Q5VT25	0.2053	0.0
O14757	Q6A1A2	0.172	0.0
O14757	Q6P5Z2	0.1751	0.0
O14757	Q6PHR2	0.1561	0.0
O14757	Q7KZI7	0.1447	0.0
O14757	Q7L7X3	0.209	0.0
O14757	Q8N4C8	0.1974	0.25
O14757	Q8NEV1	0.1305	0.0
O14757	Q8TD08	0.199	0.0
O14757	Q8TDX7	0.1622	0.0
O14757	Q92918	0.1742	0.0
O14757	Q96GD4	0.1501	0.0
O14757	Q96L34	0.1657	0.0
O14757	Q96NX5	0.1613	0.0
O14757	Q96RR4	0.0947	0.0
O14757	Q9H093	0.1605	0.0
O14757	Q9H0K1	0.183	0.11111111111111116
O14757	Q9H2K8	0.1711	0.0
O14757	Q9HAZ1	0.1561	0.0
O14757	Q9NQU5	0.1758	0.19999999999999996
O14757	Q9NSY1	0.1591	0.09999999999999998
O14757	Q9P289	0.1708	0.0
O14757	Q9UBE8	0.1723	0.0
O14757	Q9UK32	0.1405	0.0
O14757	Q9UKE5	0.1761	0.0
O14757	Q9UL54	0.1927	0.0
O14757	Q9UPZ9	0.1769	0.0
O14757	Q9Y243	0.1761	0.0
O14757	Q9Y2K2	0.1755	0.0
O14757	Q9Y572	0.1684	0.0
O14757	Q9Y5S2	0.174	0.0
O14757	Q9Y616	0.1855	0.0
O14757	Q9Y6E0	0.1805	0.0
O14965	O00444	0.1572	0.2142857142857143
O14965	O14578	0.1841	0.0
O14965	O14757	0.1547	0.0
O14965	O14965	0.0	1.0
O14965	O14976	0.1786	0.0
O14965	O15530	0.1616	0.06666666666666665
O14965	O43930	0.1363	0.0
O14965	O75116	0.1746	0.0
O14965	O75385	0.1696	0.08333333333333337
O14965	O75460	0.1677	0.08333333333333337
O14965	O76039	0.1693	0.0
O14965	O94804	0.1635	0.0
O14965	O94806	0.1713	0.0
O14965	O95819	0.1729	0.08333333333333337
O14965	O95835	0.1508	0.0714285714285714
O14965	O96013	0.1641	0.07692307692307687
O14965	P05771	0.1542	0.0
O14965	P11309	0.1685	0.0
O14965	P11802	0.1838	0.08333333333333337
O14965	P17252	0.1758	0.0
O14965	P17612	0.1669	0.0
O14965	P19784	0.1638	0.0
O14965	P22612	0.184	0.0714285714285714
O14965	P22694	0.1884	0.0
O14965	P23443	0.1747	0.0
O14965	P24723	0.1698	0.0
O14965	P24941	0.1626	0.0
O14965	P27361	0.1572	0.0
O14965	P27448	0.1739	0.0
O14965	P28482	0.1765	0.0
O14965	P30291	0.174	0.0
O14965	P31749	0.1742	0.0
O14965	P31751	0.1443	0.0
O14965	P33981	0.163	0.07692307692307687
O14965	P36507	0.1918	0.0
O14965	P36896	0.1717	0.0
O14965	P36897	0.1786	0.0
O14965	P45983	0.1726	0.0
O14965	P45984	0.1745	0.0
O14965	P49137	0.1649	0.0
O14965	P49759	0.1677	0.052631578947368474
O14965	P49760	0.1715	0.0
O14965	P49761	0.1599	0.0
O14965	P49840	0.167	0.06666666666666665
O14965	P49841	0.1811	0.06666666666666665
O14965	P50613	0.1656	0.0
O14965	P50750	0.1743	0.0
O14965	P51817	0.1701	0.0
O14965	P53350	0.169	0.0
O14965	P53779	0.1753	0.0714285714285714
O14965	P68400	0.1566	0.0
O14965	Q00526	0.1849	0.0
O14965	Q00535	0.1658	0.0
O14965	Q00536	0.1846	0.0
O14965	Q02156	0.1873	0.0
O14965	Q02750	0.1707	0.0
O14965	Q04759	0.1806	0.0
O14965	Q05655	0.201	0.0
O14965	Q13043	0.1516	0.08333333333333337
O14965	Q13131	0.1691	0.0
O14965	Q13177	0.1744	0.0
O14965	Q13188	0.1719	0.08333333333333337
O14965	Q13464	0.1559	0.0
O14965	Q13555	0.1787	0.0
O14965	Q13557	0.1709	0.0
O14965	Q13627	0.182	0.0
O14965	Q13873	0.151	0.0714285714285714
O14965	Q13976	0.1687	0.0
O14965	Q14004	0.158	0.0
O14965	Q14680	0.164	0.0
O14965	Q15131	0.1957	0.08333333333333337
O14965	Q15759	0.1943	0.0
O14965	Q15831	0.1665	0.0
O14965	Q16512	0.1589	0.06666666666666665
O14965	Q16513	0.1659	0.0
O14965	Q16539	0.1814	0.0
O14965	Q16644	0.1504	0.0
O14965	Q2M2I8	0.1805	0.15000000000000002
O14965	Q5VT25	0.1612	0.0
O14965	Q6A1A2	0.1635	0.06666666666666665
O14965	Q6P5Z2	0.1769	0.0
O14965	Q6PHR2	0.1717	0.07692307692307687
O14965	Q7KZI7	0.1581	0.0
O14965	Q7L7X3	0.1769	0.0
O14965	Q8N4C8	0.1905	0.0
O14965	Q8NEV1	0.1788	0.0
O14965	Q8TD08	0.1819	0.0
O14965	Q8TDX7	0.1479	0.08333333333333337
O14965	Q92918	0.1638	0.07692307692307687
O14965	Q96GD4	0.1754	0.3076923076923077
O14965	Q96L34	0.1832	0.1333333333333333
O14965	Q96NX5	0.1957	0.0
O14965	Q96RR4	0.173	0.0
O14965	Q9H093	0.1579	0.1428571428571429
O14965	Q9H0K1	0.1736	0.11764705882352944
O14965	Q9H2K8	0.1814	0.0
O14965	Q9HAZ1	0.1705	0.0625
O14965	Q9NQU5	0.1785	0.0
O14965	Q9NSY1	0.1844	0.11111111111111116
O14965	Q9P289	0.1698	0.0
O14965	Q9UBE8	0.1592	0.0
O14965	Q9UK32	0.1611	0.07692307692307687
O14965	Q9UKE5	0.1945	0.0714285714285714
O14965	Q9UL54	0.1646	0.0
O14965	Q9UPZ9	0.1744	0.0
O14965	Q9Y243	0.1444	0.0
O14965	Q9Y2K2	0.1823	0.0
O14965	Q9Y572	0.1943	0.0
O14965	Q9Y5S2	0.18	0.0
O14965	Q9Y616	0.1712	0.1333333333333333
O14965	Q9Y6E0	0.1362	0.08333333333333337
O14976	O00444	0.1891	0.09090909090909094
O14976	O14578	0.1648	0.1428571428571429
O14976	O14757	0.1567	0.11111111111111116
O14976	O14965	0.1786	0.0
O14976	O14976	0.0	1.0
O14976	O15530	0.1842	0.09999999999999998
O14976	O43930	0.2067	0.0
O14976	O75116	0.1743	0.0
O14976	O75385	0.2099	0.0
O14976	O75460	0.1805	0.0
O14976	O76039	0.1484	0.0
O14976	O94804	0.1852	0.125
O14976	O94806	0.219	0.1428571428571429
O14976	O95819	0.1394	0.0
O14976	O95835	0.2077	0.11111111111111116
O14976	O96013	0.1491	0.0
O14976	P05771	0.1577	0.0
O14976	P11309	0.1837	0.09999999999999998
O14976	P11802	0.1933	0.0
O14976	P17252	0.151	0.0
O14976	P17612	0.1679	0.0
O14976	P19784	0.1377	0.16666666666666663
O14976	P22612	0.1882	0.0
O14976	P22694	0.2097	0.0
O14976	P23443	0.1595	0.0
O14976	P24723	0.1613	0.0
O14976	P24941	0.1808	0.0
O14976	P27361	0.1536	0.0
O14976	P27448	0.1795	0.0
O14976	P28482	0.1974	0.0
O14976	P30291	0.1359	0.125
O14976	P31749	0.1934	0.0
O14976	P31751	0.1982	0.0
O14976	P33981	0.1535	0.0
O14976	P36507	0.1768	0.0
O14976	P36896	0.1832	0.11111111111111116
O14976	P36897	0.1378	0.125
O14976	P45983	0.1854	0.0
O14976	P45984	0.1619	0.0
O14976	P49137	0.1575	0.0
O14976	P49759	0.142	0.25
O14976	P49760	0.1607	0.11111111111111116
O14976	P49761	0.1541	0.0
O14976	P49840	0.1981	0.09999999999999998
O14976	P49841	0.177	0.09999999999999998
O14976	P50613	0.1979	0.0
O14976	P50750	0.1604	0.0
O14976	P51817	0.191	0.0
O14976	P53350	0.1849	0.0
O14976	P53779	0.1686	0.11111111111111116
O14976	P68400	0.1439	0.18181818181818177
O14976	Q00526	0.1583	0.0
O14976	Q00535	0.1819	0.0
O14976	Q00536	0.1802	0.11111111111111116
O14976	Q02156	0.185	0.0
O14976	Q02750	0.1954	0.0
O14976	Q04759	0.1955	0.0
O14976	Q05655	0.229	0.0
O14976	Q13043	0.1678	0.0
O14976	Q13131	0.1586	0.0
O14976	Q13177	0.1968	0.0
O14976	Q13188	0.1758	0.0
O14976	Q13464	0.1911	0.0
O14976	Q13555	0.17	0.0
O14976	Q13557	0.158	0.0
O14976	Q13627	0.1387	0.1428571428571429
O14976	Q13873	0.1854	0.11111111111111116
O14976	Q13976	0.1708	0.0
O14976	Q14004	0.1717	0.0
O14976	Q14680	0.1587	0.1428571428571429
O14976	Q15131	0.2318	0.0
O14976	Q15759	0.1919	0.0
O14976	Q15831	0.1945	0.0
O14976	Q16512	0.1623	0.0
O14976	Q16513	0.1803	0.0
O14976	Q16539	0.1573	0.0
O14976	Q16644	0.1373	0.0
O14976	Q2M2I8	0.1365	0.19999999999999996
O14976	Q5VT25	0.1929	0.0
O14976	Q6A1A2	0.1765	0.09999999999999998
O14976	Q6P5Z2	0.2014	0.0
O14976	Q6PHR2	0.1813	0.125
O14976	Q7KZI7	0.1694	0.0
O14976	Q7L7X3	0.1784	0.125
O14976	Q8N4C8	0.2292	0.125
O14976	Q8NEV1	0.129	0.18181818181818177
O14976	Q8TD08	0.1974	0.0
O14976	Q8TDX7	0.1805	0.0
O14976	Q92918	0.1807	0.0
O14976	Q96GD4	0.1698	0.0
O14976	Q96L34	0.1996	0.0
O14976	Q96NX5	0.1786	0.0
O14976	Q96RR4	0.1413	0.0
O14976	Q9H093	0.163	0.0
O14976	Q9H0K1	0.2017	0.07692307692307687
O14976	Q9H2K8	0.1762	0.1428571428571429
O14976	Q9HAZ1	0.1544	0.19999999999999996
O14976	Q9NQU5	0.1517	0.11111111111111116
O14976	Q9NSY1	0.1514	0.15384615384615385
O14976	Q9P289	0.1412	0.0
O14976	Q9UBE8	0.1697	0.25
O14976	Q9UK32	0.1585	0.0
O14976	Q9UKE5	0.1884	0.0
O14976	Q9UL54	0.1804	0.1428571428571429
O14976	Q9UPZ9	0.1897	0.1428571428571429
O14976	Q9Y243	0.2107	0.0
O14976	Q9Y2K2	0.1347	0.11111111111111116
O14976	Q9Y572	0.1783	0.11111111111111116
O14976	Q9Y5S2	0.1678	0.0
O14976	Q9Y616	0.1704	0.19999999999999996
O14976	Q9Y6E0	0.1613	0.0
O15530	O00444	0.1696	0.0
O15530	O14578	0.1836	0.0
O15530	O14757	0.1755	0.0
O15530	O14965	0.1616	0.06666666666666665
O15530	O14976	0.1842	0.09999999999999998
O15530	O15530	0.0	1.0
O15530	O43930	0.1529	0.19999999999999996
O15530	O75116	0.1808	0.16666666666666663
O15530	O75385	0.1574	0.0
O15530	O75460	0.1425	0.0
O15530	O76039	0.1836	0.0
O15530	O94804	0.1591	0.5
O15530	O94806	0.1848	0.0
O15530	O95819	0.172	0.0
O15530	O95835	0.177	0.4
O15530	O96013	0.1624	0.5
O15530	P05771	0.1701	0.19999999999999996
O15530	P11309	0.1632	0.1428571428571429
O15530	P11802	0.1871	0.0
O15530	P17252	0.1657	0.0
O15530	P17612	0.1635	0.16666666666666663
O15530	P19784	0.1705	0.09999999999999998
O15530	P22612	0.1786	0.0
O15530	P22694	0.1606	0.0
O15530	P23443	0.1671	0.0
O15530	P24723	0.1759	0.0
O15530	P24941	0.1605	0.0
O15530	P27361	0.1794	0.0
O15530	P27448	0.1774	0.25
O15530	P28482	0.1571	0.0
O15530	P30291	0.1723	0.0
O15530	P31749	0.1534	0.0
O15530	P31751	0.1835	0.0
O15530	P33981	0.1774	0.0
O15530	P36507	0.1815	0.0
O15530	P36896	0.1666	0.0
O15530	P36897	0.1772	0.0
O15530	P45983	0.1851	0.0
O15530	P45984	0.1976	0.0
O15530	P49137	0.181	0.0
O15530	P49759	0.1676	0.09090909090909094
O15530	P49760	0.174	0.0
O15530	P49761	0.1798	0.0
O15530	P49840	0.1678	0.0
O15530	P49841	0.1593	0.0
O15530	P50613	0.1633	0.0
O15530	P50750	0.168	0.0
O15530	P51817	0.1548	0.19999999999999996
O15530	P53350	0.1795	0.0
O15530	P53779	0.1907	0.16666666666666663
O15530	P68400	0.1569	0.11111111111111116
O15530	Q00526	0.1864	0.0
O15530	Q00535	0.1928	0.0
O15530	Q00536	0.1716	0.0
O15530	Q02156	0.1927	0.0
O15530	Q02750	0.1776	0.0
O15530	Q04759	0.1795	0.0
O15530	Q05655	0.1946	0.19999999999999996
O15530	Q13043	0.1522	0.0
O15530	Q13131	0.1606	0.0
O15530	Q13177	0.1695	0.0
O15530	Q13188	0.147	0.25
O15530	Q13464	0.1712	0.16666666666666663
O15530	Q13555	0.1795	0.0
O15530	Q13557	0.1846	0.0
O15530	Q13627	0.172	0.25
O15530	Q13873	0.1728	0.0
O15530	Q13976	0.1719	0.25
O15530	Q14004	0.191	0.0
O15530	Q14680	0.1816	0.25
O15530	Q15131	0.1875	0.0
O15530	Q15759	0.1881	0.0
O15530	Q15831	0.1524	0.0
O15530	Q16512	0.1862	0.33333333333333337
O15530	Q16513	0.2053	0.16666666666666663
O15530	Q16539	0.1774	0.0
O15530	Q16644	0.1805	0.0
O15530	Q2M2I8	0.1782	0.0714285714285714
O15530	Q5VT25	0.2034	0.25
O15530	Q6A1A2	0.0894	1.0
O15530	Q6P5Z2	0.1759	0.0
O15530	Q6PHR2	0.1648	0.0
O15530	Q7KZI7	0.1716	0.25
O15530	Q7L7X3	0.1682	0.19999999999999996
O15530	Q8N4C8	0.1882	0.0
O15530	Q8NEV1	0.2135	0.11111111111111116
O15530	Q8TD08	0.204	0.0
O15530	Q8TDX7	0.1619	0.0
O15530	Q92918	0.1687	0.0
O15530	Q96GD4	0.1862	0.0
O15530	Q96L34	0.1661	0.125
O15530	Q96NX5	0.1936	0.0
O15530	Q96RR4	0.1755	0.25
O15530	Q9H093	0.1736	0.0
O15530	Q9H0K1	0.1817	0.09999999999999998
O15530	Q9H2K8	0.1783	0.25
O15530	Q9HAZ1	0.1889	0.0
O15530	Q9NQU5	0.1832	0.16666666666666663
O15530	Q9NSY1	0.1764	0.09090909090909094
O15530	Q9P289	0.1613	0.0
O15530	Q9UBE8	0.2039	0.16666666666666663
O15530	Q9UK32	0.1591	0.0
O15530	Q9UKE5	0.1355	0.0
O15530	Q9UL54	0.1672	0.25
O15530	Q9UPZ9	0.176	0.0
O15530	Q9Y243	0.1734	0.0
O15530	Q9Y2K2	0.1761	0.0
O15530	Q9Y572	0.1839	0.0
O15530	Q9Y5S2	0.1894	0.25
O15530	Q9Y616	0.169	0.125
O15530	Q9Y6E0	0.1703	0.25
O43930	O00444	0.1708	0.0
O43930	O14578	0.1891	0.0
O43930	O14757	0.1866	0.0
O43930	O14965	0.1363	0.0
O43930	O14976	0.2067	0.0
O43930	O15530	0.1529	0.19999999999999996
O43930	O43930	0.0	1.0
O43930	O75116	0.1674	0.25
O43930	O75385	0.1655	0.0
O43930	O75460	0.1948	0.0
O43930	O76039	0.1966	0.0
O43930	O94804	0.1799	0.0
O43930	O94806	0.197	0.0
O43930	O95819	0.1707	0.0
O43930	O95835	0.1682	0.0
O43930	O96013	0.1662	0.0
O43930	P05771	0.1699	0.0
O43930	P11309	0.1873	0.0
O43930	P11802	0.2084	0.0
O43930	P17252	0.1847	0.0
O43930	P17612	0.1672	0.25
O43930	P19784	0.184	0.0
O43930	P22612	0.1753	0.0
O43930	P22694	0.1835	0.0
O43930	P23443	0.1544	0.0
O43930	P24723	0.1673	0.0
O43930	P24941	0.1746	0.0
O43930	P27361	0.1761	0.0
O43930	P27448	0.1889	0.0
O43930	P28482	0.1682	0.0
O43930	P30291	0.167	0.0
O43930	P31749	0.1839	0.0
O43930	P31751	0.1876	0.0
O43930	P33981	0.1599	0.0
O43930	P36507	0.1839	0.0
O43930	P36896	0.184	0.0
O43930	P36897	0.179	0.0
O43930	P45983	0.1915	0.0
O43930	P45984	0.1989	0.0
O43930	P49137	0.1961	0.0
O43930	P49759	0.1657	0.0
O43930	P49760	0.1586	0.0
O43930	P49761	0.1463	0.0
O43930	P49840	0.161	0.0
O43930	P49841	0.1695	0.0
O43930	P50613	0.1593	0.0
O43930	P50750	0.1849	0.0
O43930	P51817	0.17	1.0
O43930	P53350	0.1761	0.0
O43930	P53779	0.1823	0.0
O43930	P68400	0.1708	0.0
O43930	Q00526	0.1954	0.0
O43930	Q00535	0.202	0.0
O43930	Q00536	0.1693	0.0
O43930	Q02156	0.2006	0.0
O43930	Q02750	0.1711	0.0
O43930	Q04759	0.1546	0.19999999999999996
O43930	Q05655	0.252	0.33333333333333337
O43930	Q13043	0.1666	0.0
O43930	Q13131	0.1648	0.0
O43930	Q13177	0.1891	0.0
O43930	Q13188	0.1723	0.0
O43930	Q13464	0.1605	0.25
O43930	Q13555	0.1674	0.0
O43930	Q13557	0.1777	0.0
O43930	Q13627	0.179	0.0
O43930	Q13873	0.1758	0.0
O43930	Q13976	0.1603	0.5
O43930	Q14004	0.1469	0.0
O43930	Q14680	0.1488	0.0
