Kinase pair (UniprotID1 - UniprotID2)	Max. TM-Score	Max. Seq. Id.	PocketVec distance	Exp. Prof. Jaccard Similarity
O14757-P49840	0.89205	35.424	0.1876	0.0
O14757-P49841	0.83419	34.361	0.1784	0.0
O14757-P50613	0.83326	32.287	0.1964	0.0
O14757-P50750	0.83182	32.018	0.1966	0.0
O14757-P51817	0.86324	35.526	0.2042	0.0
O14757-P54646	0.87241	32.773	0.224	0.0
O14757-P68400	0.89053	35.094	0.2072	0.0
O14757-Q00536	0.88716	33.333	0.2029	0.0
O14757-Q02750	0.87698	36.82	0.201	0.0
O14757-Q04759	0.87594	33.333	0.2064	0.0
O14757-Q05655	0.80212	33.333	0.2428	0.0
O14757-Q13043	0.83801	33.04	0.1752	0.0
O14757-Q13163	0.86871	34.934	0.2263	0.0
O14757-Q13188	0.86839	31.933	0.1687	0.0
O14757-Q13464	0.88141	31.95	0.1669	0.0
O14757-Q13705	0.89593	35.498	0.1798	0.0
O14757-Q13873	0.99477	68.139	0.0421	0.0
O14757-Q13976	0.88331	31.646	0.1883	0.0
O14757-Q15759	0.82625	33.333	0.1431	0.0
O14757-Q16512	0.84962	33.955	0.2163	0.0
O14757-Q16539	0.88317	32.245	0.1536	0.0
O14757-Q2M2I8	0.88822	34.934	0.1991	0.0
O14757-Q5VT25	0.88058	34.962	0.152	0.0
O14757-Q6DT37	0.82506	32.87	0.168	0.0
O14757-Q6P5Z2	0.75037	29.577	0.197	0.0
O14757-Q6PHR2	0.85883	33.755	0.1416	0.0
O14757-Q7L7X3	0.86153	42.007	0.1846	0.0
O14757-Q8NEV1	0.8876	31.489	0.2043	0.0
O14757-Q8TD19	0.89503	35.849	0.1768	0.0
O14757-Q96GD4	0.7369	35.294	0.1947	0.0
O14757-Q9H093	0.83251	36.771	0.1574	0.0
O14757-Q9H0K1	0.83531	32.9	0.2334	0.0
O14757-Q9HAZ1	0.89057	38.077	0.235	0.0
O14757-Q9NQU5	0.857	36.82	0.1784	0.0
O14757-Q9NSY1	0.89275	35.294	0.1747	0.0
O14757-Q9UBE8	0.83376	32.42	0.1699	0.0
O14757-Q9UK32	0.83259	34.562	0.211	0.0
O14757-Q9UPZ9	0.83073	34.728	0.191	0.0
O14757-Q9Y572	0.84717	30.417	0.1422	0.0
O14757-Q9Y5S2	0.86373	36.444	0.1711	0.0
O14757-Q9Y616	0.87147	32.083	0.1928	0.0
O14757-Q9Y6E0	0.85064	32.9	0.1917	0.0
O14965-O14976	0.88775	35.496	0.2053	0.0
O14965-O60285	0.87771	36.555	0.1811	0.0
O14965-O75116	0.87784	34.632	0.1953	0.0
O14965-O76039	0.88856	32.353	0.1899	0.0
O14965-O94806	0.87984	36.864	0.1755	0.0
O14965-O95835	0.83459	32.42	0.1892	0.0
O14965-O96013	0.89077	37.692	0.2198	0.0
O14965-P05771	0.85839	36.777	0.1611	0.0
O14965-P15735	0.88974	31.276	0.1724	0.0
O14965-P17252	0.84001	35.176	0.158	0.0
O14965-P17612	0.88803	37.269	0.1836	0.0
O14965-P19784	0.77548	35.391	0.181	0.0
O14965-P22694	0.83907	33.333	0.1921	0.0
O14965-P23443	0.83424	34.746	0.1997	0.0
O14965-P30291	0.74966	28.636	0.1865	0.0
O14965-P36507	0.84033	33.028	0.1876	0.0
O14965-P36896	0.86079	42.007	0.1612	0.0
O14965-P36897	0.86156	31.982	0.1901	0.0
O14965-P45983	0.8876	33.48	0.1733	0.0
O14965-P45984	0.85571	34.529	0.1525	0.0
O14965-P48729	0.89233	36.26	0.1435	0.0
O14965-P48730	0.86828	32.203	0.1654	0.0
O14965-P49137	0.86795	36.402	0.2108	0.0
O14965-P49674	0.83731	32.159	0.1546	0.0
O14965-P49759	0.80013	35.146	0.1981	0.0
O14965-P49760	0.83533	32.5	0.1603	0.0
O14965-P49840	0.8345	37.615	0.1749	0.0
O14965-P49841	0.76547	36.638	0.1761	0.0
O14965-P50613	0.73475	36.179	0.1954	0.0
O14965-P50750	0.82769	32.766	0.2016	0.0
O14965-P51817	0.78649	30.973	0.1798	0.0
O14965-P54646	0.81743	27.083	0.1388	0.0
O14965-P68400	0.79599	31.696	0.1458	0.0
O14965-Q00536	0.75992	29.545	0.1685	0.0
O14965-Q02750	0.79501	30.942	0.1507	0.0
O14965-Q04759	0.78477	31.276	0.167	0.0
O14965-Q05655	0.78204	34.234	0.1627	0.0
O14965-Q13043	0.7742	25.62	0.1941	0.0
O14965-Q13163	0.77271	27.572	0.1656	0.0
O14965-Q13188	0.72896	33.333	0.1754	0.0
O14965-Q13464	0.80198	33.75	0.1359	0.0
O14965-Q13705	0.83875	32.227	0.181	0.0
O14965-Q13873	0.86344	34.667	0.1623	0.0
O14965-Q13976	0.77624	30.263	0.1511	0.0
O14965-Q15759	0.74894	31.837	0.1691	0.0
O14965-Q16512	0.72488	31.429	0.19	0.0
O14965-Q16539	0.85478	34.906	0.1731	0.0
O14965-Q2M2I8	0.80896	32.99	0.1477	0.0
O14965-Q5VT25	0.76961	34.071	0.1597	0.0
O14965-Q6DT37	0.76805	29.756	0.1646	0.0
O14965-Q6P5Z2	0.85063	33.937	0.1837	0.0
O14965-Q6PHR2	0.84597	27.111	0.1602	0.0
O14965-Q7L7X3	0.86627	34.742	0.1963	0.0
O14965-Q8NEV1	0.77356	28.085	0.1922	0.0
O14965-Q8TD19	0.86473	33.175	0.1529	0.0
O14965-Q96GD4	0.85544	34.389	0.1969	0.0
O14965-Q9H093	0.8602	32.701	0.1973	0.0
O14965-Q9H0K1	0.87177	30.962	0.1931	0.0
O14965-Q9HAZ1	0.85482	33.796	0.2283	0.0
O14965-Q9NQU5	0.78528	31.336	0.1525	0.0
O14965-Q9NSY1	0.80929	28.821	0.1972	0.0
O14965-Q9UBE8	0.75888	34.599	0.2066	0.0
O14965-Q9UK32	0.83579	32.51	0.1844	0.0
O14965-Q9UPZ9	0.77466	32.609	0.2125	0.0
O14965-Q9Y572	0.89121	32.661	0.1768	0.0
O14965-Q9Y5S2	0.80846	28.151	0.1983	0.0
O14965-Q9Y616	0.7803	26.749	0.1755	0.0
O14965-Q9Y6E0	0.87769	30.435	0.194	0.0
O14976-O60285	0.8342	28.512	0.1583	0.0
O14976-O75116	0.83985	33.476	0.1676	0.0
O14976-O76039	0.8383	33.047	0.1839	0.0
O14976-O94806	0.80666	26.471	0.1699	0.0
O14976-O95835	0.75919	34.513	0.2087	0.0
O14976-O96013	0.83407	33.473	0.18	0.0
O14976-P05771	0.77575	31.224	0.1595	0.0
O14976-P15735	0.89045	31.984	0.169	0.0
O14976-P17252	0.80743	31.878	0.1494	0.0
O14976-P17612	0.77987	27.273	0.1713	0.0
O14976-P19784	0.84826	32.0	0.1681	0.0
O14976-P22694	0.78981	26.577	0.1624	0.0
O14976-P23443	0.77602	30.986	0.1692	0.0
O14976-P30291	0.73742	31.727	0.1639	0.0
O14976-P36507	0.77715	28.634	0.1637	0.0
O14976-P36896	0.84112	37.868	0.1654	0.0
O14976-P36897	0.83836	36.122	0.1521	0.0
O14976-P45983	0.88835	34.926	0.19	0.0
O14976-P45984	0.87481	30.638	0.1688	0.0
O14976-P48729	0.78439	32.456	0.1471	0.0
O14976-P48730	0.87074	34.322	0.2116	0.0
O14976-P49137	0.85987	31.707	0.1649	0.0
O14976-P49674	0.82428	35.468	0.1796	0.0
O14976-P49759	0.95488	40.925	0.1563	0.0
O14976-P49760	0.95434	41.071	0.1655	0.0
O14976-P49840	0.82407	31.674	0.1679	0.0
O14976-P49841	0.75756	33.913	0.1742	0.0
O14976-P50613	0.8365	33.047	0.1805	0.0
O14976-P50750	0.7528	35.043	0.1778	0.0
O14976-P51817	0.80311	28.182	0.2394	0.0
O14976-P54646	0.80154	27.731	0.1675	0.0
O14976-P68400	0.81135	32.127	0.1895	0.0
O14976-Q00536	0.83382	32.018	0.1561	0.0
O14976-Q02750	0.8455	31.336	0.1777	0.0
O14976-Q04759	0.86358	33.488	0.2157	0.0
O14976-Q05655	0.77293	29.386	0.1756	0.0
O14976-Q13043	0.86502	35.377	0.1446	0.0
O14976-Q13163	0.855	32.159	0.148	0.0
O14976-Q13188	0.80522	32.11	0.1982	0.0
O14976-Q13464	0.88722	34.191	0.1835	0.0
O14976-Q13705	0.81233	32.889	0.1887	0.0
O14976-Q13873	0.80375	32.42	0.1486	0.0
O14976-Q13976	0.80147	33.945	0.1697	0.0
O14976-Q15759	0.72261	36.406	0.1617	0.0
O14976-Q16512	0.70602	33.333	0.1685	0.0
O14976-Q16539	0.79917	29.96	0.1736	0.0
O14976-Q2M2I8	0.74097	31.373	0.1731	0.0
O14976-Q5VT25	0.82076	33.921	0.1546	0.0
O14976-Q6DT37	0.73141	31.923	0.1333	0.0
O14976-Q6P5Z2	0.78541	30.172	0.1663	0.0
O14976-Q6PHR2	0.78784	31.429	0.2089	0.0
O14976-Q7L7X3	0.79185	36.437	0.1813	0.0
O14976-Q8NEV1	0.82014	32.917	0.1871	0.0
O14976-Q8TD19	0.82566	27.642	0.1798	0.0
O14976-Q96GD4	0.85616	31.727	0.2305	0.0
O14976-Q9H093	0.72638	30.667	0.1644	0.0
O14976-Q9H0K1	0.81003	29.915	0.1754	0.0
O14976-Q9HAZ1	0.85722	41.7	0.1698	0.0
O14976-Q9NQU5	0.96636	50.787	0.1943	0.0
O14976-Q9NSY1	0.85707	39.676	0.1788	0.0
O14976-Q9UBE8	0.83766	28.689	0.2181	0.0
O14976-Q9UK32	0.70972	30.996	0.1486	0.0
O14976-Q9UPZ9	0.75528	24.413	0.1854	0.0
O14976-Q9Y572	0.74717	25.792	0.1812	0.0
O14976-Q9Y5S2	0.72199	38.528	0.1843	0.0
O14976-Q9Y616	0.746	25.909	0.1921	0.0
O14976-Q9Y6E0	0.70997	32.955	0.1791	0.0
O60285-O75116	0.69869	31.418	0.1754	0.0
O60285-O76039	0.81424	30.769	0.1872	0.0
O60285-O94806	0.73408	34.8	0.2125	0.0
O60285-O95835	0.77693	36.047	0.1635	0.0
O60285-O96013	0.71375	33.333	0.1713	0.0
O60285-P05771	0.82414	31.25	0.2055	0.0
O60285-P15735	0.83211	33.043	0.1763	0.0
O60285-P17252	0.7251	33.014	0.1617	0.0
O60285-P17612	0.77911	32.171	0.1615	0.0
O60285-P19784	0.83385	29.583	0.2026	0.0
O60285-P22694	0.73191	38.333	0.17	0.0
O60285-P23443	0.8062	33.784	0.1848	0.0
O60285-P30291	0.80859	31.667	0.1843	0.0
O60285-P36507	0.71139	33.46	0.1754	0.0
O60285-P36896	0.86365	32.864	0.1801	0.0
O60285-P36897	0.77681	28.085	0.172	0.0
O60285-P45983	0.74839	31.967	0.1753	0.0
O60285-P45984	0.72704	29.365	0.2024	0.0
O60285-P48729	0.85613	33.649	0.1639	0.0
O60285-P48730	0.85617	31.604	0.2106	0.0
O60285-P49137	0.84244	33.906	0.1575	0.0
O60285-P49674	0.80582	29.018	0.2052	0.0
O60285-P49759	0.84087	33.906	0.1755	0.0
O60285-P49760	0.82528	36.232	0.178	0.0
O60285-P49840	0.95688	40.493	0.1632	0.0
O60285-P49841	0.82534	30.131	0.1839	0.0
O60285-P50613	0.75756	32.057	0.2114	0.0
O60285-P50750	0.83672	31.224	0.201	0.0
O60285-P51817	0.75196	34.615	0.1942	0.0
O60285-P54646	0.84094	29.68	0.1936	0.0
O60285-P68400	0.80159	34.454	0.1817	0.0
O60285-Q00536	0.86572	34.513	0.1814	0.0
O60285-Q02750	0.7733	28.814	0.1743	0.0
O60285-Q04759	0.85877	34.94	0.1963	0.0
O60285-Q05655	0.78686	33.628	0.1756	0.0
O60285-Q13043	0.71309	33.725	0.2074	0.0
O60285-Q13163	0.8234	33.054	0.1741	0.0
O60285-Q13188	0.73762	28.731	0.1891	0.0
O60285-Q13464	0.785	30.12	0.1803	0.0
O60285-Q13705	0.78947	32.9	0.1699	0.0
O60285-Q13873	0.83707	29.796	0.195	0.0
O60285-Q13976	0.70194	22.901	0.1886	0.0
O60285-Q15759	0.76843	33.482	0.1787	0.0
O60285-Q16512	0.77026	32.035	0.1809	0.0
O60285-Q16539	0.80941	28.571	0.1683	0.0
O60285-Q2M2I8	0.79486	30.594	0.1739	0.0
O60285-Q5VT25	0.78561	32.524	0.1587	0.0
O60285-Q6DT37	0.7825	34.978	0.161	0.0
O60285-Q6P5Z2	0.77499	30.288	0.2062	0.0
O60285-Q6PHR2	0.86365	39.919	0.1782	0.0
O60285-Q7L7X3	0.859	35.185	0.1792	0.0
O60285-Q8NEV1	0.8672	32.014	0.1644	0.0
O60285-Q8TD19	0.85328	34.375	0.2087	0.0
O60285-Q96GD4	0.77511	36.957	0.1516	0.0
O60285-Q9H093	0.82834	25.366	0.1567	0.0
O60285-Q9H0K1	0.7962	27.354	0.1373	0.0
O60285-Q9HAZ1	0.83125	31.754	0.1892	0.0
O60285-Q9NQU5	0.83748	29.148	0.1885	0.0
O60285-Q9NSY1	0.8281	30.288	0.1716	0.0
O60285-Q9UBE8	0.82425	29.73	0.1702	0.0
O60285-Q9UK32	0.81533	29.5	0.176	0.0
O60285-Q9UPZ9	0.8149	35.912	0.1684	0.0
O60285-Q9Y572	0.81029	27.103	0.1472	0.0
O60285-Q9Y5S2	0.80666	32.353	0.1914	0.0
O60285-Q9Y616	0.80633	26.728	0.1624	0.0
O60285-Q9Y6E0	0.81974	26.066	0.1842	0.0
O75116-O76039	0.82648	28.07	0.1448	0.0
O75116-O94806	0.82325	30.769	0.1601	0.0
O75116-O95835	0.82371	30.909	0.1652	0.0
O75116-O96013	0.80188	30.986	0.1681	0.0
O75116-P05771	0.78828	28.141	0.1941	0.0
O75116-P15735	0.83741	29.68	0.1443	0.0
O75116-P17252	0.82476	29.911	0.1356	0.0
O75116-P17612	0.8194	29.018	0.1618	0.0
O75116-P19784	0.80704	33.04	0.1841	0.0
O75116-P22694	0.80544	30.837	0.148	0.0
O75116-P23443	0.75963	30.317	0.162	0.0
O75116-P30291	0.82721	30.233	0.1702	0.0
O75116-P36507	0.82394	32.124	0.192	0.0
O75116-P36896	0.79679	27.7	0.1538	0.0
O75116-P36897	0.82316	31.884	0.1555	0.0
O75116-P45983	0.76363	30.233	0.1706	0.0
O75116-P45984	0.75687	27.053	0.167	0.0
O75116-P48729	0.84147	26.606	0.1728	0.0
O75116-P48730	0.83883	26.728	0.1826	0.0
O75116-P49137	0.78109	30.102	0.1664	0.0
O75116-P49674	0.73818	28.922	0.1746	0.0
O75116-P49759	0.77753	28.571	0.1502	0.0
O75116-P49760	0.81427	36.464	0.1417	0.0
O75116-P49840	0.85516	28.163	0.1641	0.0
O75116-P49841	0.79547	32.02	0.1785	0.0
O75116-P50613	0.78918	28.241	0.1816	0.0
O75116-P50750	0.79318	31.944	0.1988	0.0
